ClusterID	AlignBLK	Alignment_length	genome_pos_mel	genome_pos_yak	genome_pos_pse	genome_pos_vir	length_mel	length_yak	length_pse	length_vir	mappability_mel	mappability_yak	mappability_pse	mappability_vir	ChIP_mel	ChIP_yak	ChIP_pse	ChIP_vir	norm_ChIP_mel	norm_ChIP_yak	norm_ChIP_pse	norm_ChIP_vir	pred_ChIP_mel	pred_ChIP_yak	pred_ChIP_pse	pred_ChIP_vir
4547	943	732	chr3L:11931377-11931994	chr3L:11976714-11977352	chrXR_group6:1918425-1918627	scaffold_13049:16980130-16980320	618	639	203	191	100	100	100	100	38.13	56.04	19.53	67.02	0.015	-0.0610000000000001	-0.392	0.251	0.3905	0.1979	0.007	0.0117
4554	946	1004	chr3L:11974478-11975401	chr3L:12019750-12020670	chrXR_group6:1972845-1973768	scaffold_13049:21071281-21072198	924	921	924	918	100	100	100	100	46.62	84.07	23.31	71.98	0.216	0.344	-0.215	0.322	0.241	0.5087	0.4315	0.4629
4564	950	343	chr3L:12062144-12062480	chr3L:12109060-12109396	chrXR_group6:5857915-5858251	scaffold_13049:22996853-22997180	337	337	337	328	100	100	100	100	65.38	24.52	17.18	69.5	0.554	-0.888	-0.52	0.287	0.023	0.012	0.0084	0.0019
4567	950	535	chr3L:12074742-12075164	chr3L:12121650-12122080	chrXR_group6:5868455-5868885	scaffold_13049:22984402-22984731	423	431	431	330	100	100	100	100	53.43	84.07	22.24	29.78	0.352	0.344	-0.262	-0.56	0.0434	0.0363	0.0016	0.0014
4574	954	659	chr3L:12140115-12140517	chr3L:12188020-12188430	chrXR_group6:2472361-2472786	scaffold_13049:6145980-6146427	403	411	426	448	100	100	100	100	22.87	108.59	27.43	24.82	-0.496	0.6	-0.052	-0.742	0.0627	0.5261	0.0492	0.7523
4575	954	928	chr3L:12144850-12145722	chr3L:12192738-12193610	chrXR_group6:2476937-2477764	scaffold_13049:6140571-6141418	873	873	828	848	100	100	100	100	56.65	129.6	33.81	44.68	0.411	0.777	0.157	-0.155	5.0353	5.1402	0.7929	1.4283
4578	957	181	chr3L:12200253-12200412	chr3L:12250663-12250822	chrXR_group6:2540341-2540509	scaffold_13049:7562240-7562420	160	160	169	181	100	100	100	100	42.59	35.03	25.13	71.98	0.125	-0.531	-0.14	0.322	0.365	0.003	0.0018	0.0134
4579	957	1053	chr3L:12210036-12210373	chr3L:12260570-12260900	chrXR_group6:2550236-2551024	scaffold_13049:7572686-7572874	338	331	789	189	100	100	98.734	100	35.64	80.56	21.94	69.5	-0.053	0.302	-0.276	0.287	0.6061	0.3832	1.4513	0.0061
4588	957	552	chr3L:12310656-12311012	chr3L:12364209-12364661	chrXR_group6:2665574-2665965	scaffold_13049:7668430-7668670	357	453	392	241	100	100	100	100	30.19	56.04	18.85	76.94	-0.219	-0.0610000000000001	-0.427	0.389	0.0012	9e-04	0.0724	0.0029
4596	958	334	chr3L:12394160-12394479	chr3L:12449893-12450213	chrXR_group6:3176347-3176665	scaffold_13049:7752220-7752540	320	321	319	321	100	100	100	100	31.8	52.54	31.5	74.46	-0.167	-0.126	0.086	0.356	0.9495	0.2497	0.0203	0.338
4601	959	264	chr3L:12423801-12423965	chr3L:12480758-12480950	chrXR_group6:3208491-3208741	scaffold_13049:9325120-9325300	165	193	251	181	100	100	100	89.474	16.3	38.53	16.65	67.02	-0.835	-0.436	-0.552	0.251	0.0088	0.0089	0.0102	0.2068
4603	959	484	chr3L:12441862-12442275	chr3L:12500163-12500566	chrXR_group6:3227385-3227493	scaffold_13049:9307770-9307940	414	404	109	171	100	100	100	100	31.12	21.02	30.67	69.5	-0.188	-1.042	0.059	0.287	0.1736	0.0352	0.01	0.0028
4606	959	1036	chr3L:12476717-12477638	chr3L:12535996-12536921	chrXR_group6:3263785-3264092	scaffold_13049:9274900-9275090	922	926	308	191	100	100	100	100	28.58	56.04	22.47	106.73	-0.274	-0.0610000000000001	-0.252	0.716	0.09	0.0373	0.0214	0.0108
4622	962	3589	chr3L:12665180-12666550	chr3L:12734087-12735476	chrXR_group6:3455532-3457122	scaffold_13049:19151190-19153609	1371	1390	1591	2420	100	100	100	100	71.96	73.56	34.92	42.19	0.65	0.211	0.189	-0.212	2.4439	2.0052	2.1366	2.3958
4623	962	935	chr3L:12670593-12671135	chr3L:12739670-12740220	chrXR_group6:3461306-3461745	scaffold_13049:19145887-19146552	543	551	440	666	100	100	100	100	59.19	119.09	32.41	29.78	0.454	0.693	0.115	-0.56	0.4365	0.4819	0.3025	0.5855
4624	962	193	chr3L:12675671-12675818	chr3L:12744922-12745067	chrXR_group6:3466569-3466711	scaffold_13049:19140730-19140920	148	146	143	191	100	100	100	100	29.44	38.53	8.91	94.32	-0.244	-0.436	-1.177	0.593	0.7973	0.797	0.7867	0.7864
4625	962	1342	chr3L:12676177-12676890	chr3L:12745400-12746096	chrXR_group6:3466864-3467485	scaffold_13049:19139213-19140161	714	697	622	949	100	100	100	100	69.23	91.07	24.19	44.68	0.611	0.425	-0.178	-0.155	1.0818	1.6089	0.603	0.7236
4634	970	418	chr3L:12799407-12799715	chr3L:12873960-12874280	chrXR_group6:11667075-11667289	scaffold_13049:22719239-22719616	309	321	215	378	100	100	100	100	21.63	108.59	14.55	42.19	-0.552	0.6	-0.686	-0.212	0.0258	0.001	2e-04	9e-04
4652	974	660	chr3L:12968553-12969027	chr3L:13046200-13046690	chrXR_group6:4339651-4340148	scaffold_13049:22542914-22543279	475	491	498	366	100	100	100	100	24.74	84.07	18.32	29.78	-0.418	0.344	-0.456	-0.56	0.2175	0.2194	0.1176	0.0013
4661	975	777	chr3L:13025320-13025740	chr3L:13104585-13105011	chrXR_group6:5296250-5296764	scaffold_13049:12388254-12388758	421	427	515	505	100	100	100	100	53.01	73.56	28.42	59.57	0.344	0.211	-0.017	0.133	0.5663	0.5203	0.8053	0.1454
4663	975	885	chr3L:13049780-13050459	chr3L:13131849-13132538	chrXR_group6:5318227-5318862	scaffold_13049:12413727-12414320	680	690	636	594	100	100	100	100	105.31	164.63	45.22	52.12	1.031	1.017	0.447	0	2.4631	2.4637	2.808	1.5969
4671	975	1236	chr3L:13088310-13089010	chr3L:13171748-13172509	chrXR_group6:5353685-5354588	scaffold_13049:12460615-12461143	701	762	904	529	100	100	98.889	100	95.93	119.09	21.41	52.12	0.937	0.693	-0.3	0	1.2081	1.2666	2.3205	1.1031
4672	975	742	chr3L:13089147-13089670	chr3L:13172670-13173204	chrXR_group6:5354588-5355179	scaffold_13049:12461143-12461479	524	535	592	337	100	100	100	100	83.31	140.11	31.93	49.64	0.796	0.855	0.1	-0.049	1.0752	1.0799	2.0365	0.2395
4689	978	794	chr3L:13265863-13266461	chr3L:13356510-13357087	chrXR_group6:5522840-5523235	scaffold_13049:12675496-12675880	599	578	396	385	100	100	100	100	17.35	28.02	35.48	84.39	-0.772	-0.754	0.205	0.481	0.8661	0.381	0.1089	0.012
4705	981	880	chr3L:13373970-13374600	chr3L:13471299-13471975	chrXR_group6:5641034-5641746	scaffold_13049:12807767-12808476	631	677	713	710	100	100	100	100	95.39	185.65	23.46	34.75	0.932	1.137	-0.209	-0.406	2.534	3.1837	1.5227	1.8515
4712	985	925	chr3L:13410680-13411076	chr3L:13509048-13509467	chrXR_group8:6376157-6377026	scaffold_13049:14866580-14866980	397	420	870	401	100	100	100	100	34.22	42.03	26.7	71.98	-0.094	-0.349	-0.08	0.322	7e-04	0.251	0.5389	0.5365
4720	990	213	chr3L:13496330-13496476	chr3L:13599361-13599507	chrXR_group8:6937325-6937483	scaffold_13049:17610750-17610950	147	147	159	201	100	100	100	100	18.79	24.52	24.29	76.94	-0.693	-0.888	-0.174	0.389	0.1161	0.1148	0.4226	0.0097
4735	991	236	chr3L:13669255-13669364	chr3L:13764775-13764888	chrXR_group8:6757971-6758080	scaffold_13049:19728100-19728320	110	114	110	221	100	100	100	100	24.05	17.51	17.23	79.43	-0.446	-1.224	-0.517	0.421	0.3421	0.3394	0.34	0.8028
4745	991	454	chr3L:13744434-13744700	chr3L:13841993-13842254	chrXR_group8:6674957-6675285	scaffold_13049:19639510-19639690	267	262	329	181	100	100	100	100	39.42	56.04	12.83	96.8	0.048	-0.0610000000000001	-0.812	0.619	0.2595	0.0818	0.0597	0.0513
4753	991	362	chr3L:13785860-13786150	chr3L:13885292-13885579	chrXR_group8:6582705-6582894	scaffold_13049:19554410-19554670	291	288	190	261	100	100	100	100	32.29	42.03	8.17	86.87	-0.151	-0.349	-1.263	0.51	0.0832	0.2432	0.0219	0.107
4763	994	434	chr3L:13846324-13846757	chr3L:13929066-13929499	chrXR_group8:6392754-6393187	scaffold_13049:19502770-19503200	434	434	434	431	100	100	100	100	36.2	42.03	28.01	101.76	-0.037	-0.349	-0.031	0.669	0.9501	0.351	0.18	0.0911
4765	994	261	chr3L:13851065-13851325	chr3L:13933811-13934071	chrXR_group8:6397521-6397781	scaffold_13049:19507560-19507820	261	261	261	261	100	100	100	100	61.18	63.05	25.76	67.02	0.488	0.0569999999999999	-0.115	0.251	0.0389	0.0102	0.0113	0.0015
4772	1000	741	chr3L:13995762-13996244	chr3L:14083450-14083930	chrXR_group8:2442649-2443173	scaffold_13049:23096031-23096621	483	481	525	591	100	100	100	100	100.09	577.96	15.18	22.34	0.98	2.272	-0.644	-0.848	0.9619	0.0952	0.0079	0.2914
4776	1003	901	chr3L:14033010-14033820	chr3L:14120125-14120929	chrXR_group6:4703438-4704267	scaffold_13049:18305150-18306002	811	805	830	853	100	100	100	100	62.66	45.54	23.36	24.82	0.511	-0.269	-0.213	-0.742	1.6442	0.701	0.0878	0.2777
4778	1003	237	chr3L:14038602-14038835	chr3L:14125668-14125901	chrXR_group6:4712349-4712585	scaffold_13049:18311350-18311580	234	234	237	231	100	100	100	100	28.83	24.52	20.52	76.94	-0.265	-0.888	-0.343	0.389	0.011	0.0113	0.3553	0.0131
4779	1003	181	chr3L:14044800-14044980	chr3L:14134030-14134210	chrXR_group6:4717306-4717486	scaffold_13049:18316610-18316790	181	181	181	181	100	100	100	100	21.7	21.02	19.64	67.02	-0.549	-1.042	-0.387	0.251	0.0016	0.0357	0.0229	0.7334
4782	1003	1297	chr3L:14062122-14062677	chr3L:14151520-14152100	chrXR_group6:4737849-4738685	scaffold_13049:18333358-18334022	556	581	837	665	100	100	100	100	50.59	140.11	32.57	29.78	0.297	0.855	0.119	-0.56	3.22	3.4667	3.3357	2.5723
4792	1007	2209	chr3L:14142560-14143780	chr3L:14234905-14236150	chrXR_group6:4829564-4831257	scaffold_13049:18416850-18417910	1221	1246	1694	1061	100	100	100	100	297.47	378.3	91.35	96.8	2.069	1.849	1.151	0.619	1.6303	1.5424	1.491	0.7707
4793	1007	1563	chr3L:14144660-14145790	chr3L:14236974-14238172	chrXR_group6:4832082-4833421	scaffold_13049:18418361-18419433	1131	1199	1340	1073	100	100	100	100	73.32	70.06	43.85	96.8	0.669	0.162	0.417	0.619	1.8857	2.0125	1.8532	1.9212
4794	1007	1438	chr3L:14146375-14147370	chr3L:14238830-14239925	chrXR_group6:4834327-4835368	scaffold_13049:18420125-18421079	996	1096	1042	955	100	98.182	100	100	182.65	308.24	44.03	24.82	1.581	1.644	0.421	-0.742	2.9407	2.2649	2.5802	1.1485
4798	1007	2545	chr3L:14165900-14167130	chr3L:14260455-14261873	chrXR_group6:4853811-4855392	scaffold_13049:18438951-18440244	1231	1419	1582	1294	100	89.437	100	100	417.85	570.95	191.63	248.21	2.409	2.26	1.891	1.56	5.8576	6.3033	6.6791	6.1362
4800	1007	1657	chr3L:14170520-14171555	chr3L:14265356-14266430	chrXR_group6:4859012-4860194	scaffold_13049:18443656-18444927	1036	1075	1183	1272	100	100	100	100	77.72	140.11	38.54	59.57	0.727	0.855	0.288	0.133	0.876	0.3861	0.2143	0.1269
4812	1008	415	chr3L:14283851-14284071	chr3L:14378086-14378305	chrXR_group6:6966912-6967095	scaffold_13049:22053970-22054320	221	220	184	351	100	100	100	100	25.43	31.52	19.84	71.98	-0.39	-0.636	-0.376	0.322	0.1026	0.1031	0.1033	0.0114
4831	1008	268	chr3L:14414969-14415165	chr3L:14508285-14508505	chrXR_group6:7115918-7116138	scaffold_13049:21915810-21916060	197	221	221	251	100	100	100	100	25.54	38.53	33.12	89.35	-0.386	-0.436	0.136	0.539	0.0035	0.219	0.0196	0.0106
4832	1008	1247	chr3L:14441540-14441980	chr3L:14535237-14535806	chrXR_group6:7142722-7143202	scaffold_13049:21884411-21885279	441	570	481	869	100	100	100	100	90.54	112.09	30.26	19.86	0.88	0.632	0.046	-0.966	0.314	0.7287	0.0267	0.146
4833	1008	1223	chr3L:14445593-14445922	chr3L:14539480-14539820	chrXR_group6:7145839-7146919	scaffold_13049:21880464-21880780	330	341	1081	317	100	100	100	100	32.17	94.57	39.68	24.82	-0.155	0.462	0.317	-0.742	0.0122	0.0989	1.5356	0.0018
4837	1008	241	chr3L:14468062-14468198	chr3L:14557288-14557452	chrXR_group6:7164103-7164270	scaffold_13049:21860300-21860490	137	165	168	191	100	100	100	100	31.23	45.54	22.44	79.43	-0.185	-0.269	-0.253	0.421	0.0869	0.14	0.0264	0.0106
4844	1009	771	chr3L:14574420-14575020	chr3L:14661875-14662494	chrXR_group6:7271877-7272499	scaffold_13049:16661402-16662039	601	620	623	638	100	100	100	100	65.77	101.58	32.72	62.05	0.56	0.534	0.124	0.174	1.8068	1.75	1.3733	1.6078
4845	1009	859	chr3L:14575744-14576238	chr3L:14663370-14663900	chrXR_group6:7273156-7273849	scaffold_13049:16662608-16663044	495	531	694	437	100	100	100	100	50.83	143.61	24.87	19.86	0.302	0.88	-0.15	-0.966	1.5505	2.233	1.8951	2.5915
4849	1009	211	chr3L:14624666-14624876	chr3L:14712979-14713189	chrXR_group6:7328872-7329082	scaffold_13049:16715000-16715210	211	211	211	211	100	100	100	100	31.5	52.54	26.65	74.46	-0.176	-0.126	-0.081	0.356	0.0454	0.1068	0.116	0.2901
4856	1010	182	chr3L:14717698-14717785	chr3L:14807331-14807428	chrXR_group6:1027189-1027271	scaffold_13049:16815980-16816160	88	98	83	181	100	100	100	100	19.03	38.53	21.99	69.5	-0.68	-0.436	-0.274	0.287	0.0585	0.0508	0.0509	0.0285
4860	1010	1074	chr3L:14751906-14752530	chr3L:14839250-14839899	chrXR_group6:996582-997477	scaffold_13049:16847863-16848390	625	650	896	528	100	100	100	100	54.12	143.61	25.18	39.71	0.365	0.88	-0.138	-0.272	0.2017	0.4876	0.3271	0.0844
4871	1016	312	chr3L:14862431-14862678	chr3L:14946883-14947138	chrXR_group6:875391-875691	scaffold_13049:17848760-17848980	248	256	301	221	100	100	100	100	33.22	38.53	14.35	67.02	-0.123	-0.436	-0.7	0.251	0.9721	0.8709	0.0178	0.1001
4880	1016	771	chr3L:14943256-14943873	chr3L:15030990-15031640	chrXR_group6:792266-792965	scaffold_13049:17783147-17783589	618	651	700	443	100	100	100	100	46.23	94.57	14.35	9.93	0.207	0.462	-0.7	-1.659	0.6507	0.6031	0.1925	0.4968
4882	1016	929	chr3L:14957190-14957845	chr3L:15044730-15045397	chrXR_group6:776153-776867	scaffold_13049:17775670-17776290	656	668	715	621	100	100	100	100	55.55	66.55	22.09	52.12	0.391	0.111	-0.269	0	1.2624	1.0469	0.3186	0.5781
4883	1016	1184	chr3L:14960750-14961770	chr3L:15048551-15049590	chrXR_group6:772217-773164	scaffold_13049:17772875-17773597	1021	1040	948	723	100	100	100	100	92.71	150.62	54.53	42.19	0.903	0.928	0.635	-0.212	0.7106	0.7248	0.7967	0.2585
4885	1016	1122	chr3L:14965380-14966190	chr3L:15052924-15053698	chrXR_group6:768627-769427	scaffold_13049:17770463-17770947	811	775	801	485	100	100	100	100	72.53	59.55	36.49	17.37	0.658	0	0.233	-1.099	0.1427	0.1756	0.0418	0.6346
4889	1017	940	chr3L:15012479-15013073	chr3L:15103370-15104010	chrXR_group6:719694-720008	scaffold_13049:17636019-17636502	595	641	315	484	100	100	100	100	35.95	140.11	26.9	29.78	-0.044	0.855	-0.072	-0.56	1.281	1.581	0.5001	1.0046
4891	1017	922	chr3L:15032558-15032996	chr3L:15124790-15125230	chrXR_group6:702558-702981	scaffold_13049:17648896-17649706	439	441	424	811	100	100	100	100	33.54	94.57	21.05	54.61	-0.114	0.462	-0.317	0.046	0.0163	0.0635	0.0832	0.1487
4892	1017	1042	chr3L:15033441-15034110	chr3L:15125550-15126247	chrXR_group6:701508-702358	scaffold_13049:17649755-17650433	670	698	851	679	100	100	100	100	64.71	87.57	36.59	19.86	0.544	0.385	0.236	-0.966	0.7281	0.7013	1.1667	0.0219
4893	1017	733	chr3L:15038211-15038690	chr3L:15130490-15130964	chrXR_group6:696961-697521	scaffold_13049:17653960-17654538	480	475	561	579	100	100	100	100	70.03	115.59	33.55	29.78	0.623	0.663	0.149	-0.56	1.0994	0.749	0.7571	0.3799
4895	1017	860	chr3L:15072470-15072830	chr3L:15166728-15167094	chrXR_group6:666147-666633	scaffold_13049:17679700-17680317	361	367	487	618	100	100	100	100	58.28	38.53	22.77	79.43	0.439	-0.436	-0.238	0.421	0.9373	0.915	0.3889	0.388
4902	1017	1054	chr3L:15118081-15118544	chr3L:15211310-15211740	chrXR_group6:619432-619864	scaffold_13049:17718650-17719323	464	431	433	674	100	100	100	100	44.93	105.08	16.45	29.78	0.179	0.568	-0.564	-0.56	0.6972	0.4849	0.1548	0.2709
4911	1019	466	chr3L:15176031-15176455	chr3L:17683530-17683950	chrXR_group6:561553-561720	scaffold_13049:19971182-19971414	425	421	168	233	100	100	100	100	39.42	94.57	4.5	32.27	0.048	0.462	-1.859	-0.48	1.0085	0.9621	0.014	0.0306
4915	1021	1647	chr3L:15216378-15217420	chr3L:17725332-17726385	chrXR_group6:528495-529170	scaffold_13049:20004328-20005283	1043	1054	676	956	100	100	100	100	166.15	185.65	84.79	101.76	1.487	1.137	1.076	0.669	3.1734	3.1486	1.4031	1.4595
4916	1021	1628	chr3L:15225730-15227166	chr3L:17735756-17737076	chrXR_group6:519960-520752	scaffold_13049:20014757-20015312	1437	1321	793	556	100	100	100	100	92.1	115.59	49.01	24.82	0.897	0.663	0.528	-0.742	2.1695	2.2154	0.544	1.641
4924	1023	2134	chr3L:15306020-15307115	chr3L:17815869-17817008	chrXR_group6:445997-447434	scaffold_13049:20088028-20088960	1096	1140	1438	933	100	100	100	100	82.37	136.61	49.7	86.87	0.785	0.83	0.542	0.51	3.108	4.0888	4.1723	4.5877
4926	1023	1783	chr3L:15316320-15316850	chr3L:17826524-17827074	chrXR_group6:437215-437959	scaffold_13049:20097252-20098774	531	551	745	1523	100	100	100	100	60.75	42.03	40.03	34.75	0.48	-0.349	0.326	-0.406	0.9232	0.9158	0.9208	1.3161
4927	1023	204	chr3L:15331122-15331301	chr3L:17841764-17841943	chrXR_group6:422542-422745	scaffold_13049:20113840-20114010	180	180	204	171	100	100	100	100	35.4	24.52	15.08	67.02	-0.06	-0.888	-0.651	0.251	0.3509	0.0043	0.0239	0.0277
4953	1025	303	chr3L:15562925-15563215	chr3L:18078354-18078647	chrXR_group6:194692-194975	scaffold_13049:20338390-20338660	291	294	284	271	100	100	100	100	29.44	24.52	10.53	74.46	-0.244	-0.888	-1.01	0.356	0.8835	0.0124	0.0032	0.1499
4997	1053	1846	chr3L:16106750-16107570	chr3L:22070333-22071137	chrXR_group8:1781071-1782112	scaffold_13049:9452166-9453449	821	805	1042	1284	100	92.5	100	100	78.96	70.06	36.64	47.16	0.743	0.162	0.237	-0.101	0.7659	0.172	0.4701	0.1516
5006	1060	241	chr3L:16220942-16221182	chr3L:21970047-21970287	chrXR_group8:1905947-1906187	scaffold_13049:1191170-1191410	241	241	241	241	100	100	100	100	26.66	66.55	15.92	69.5	-0.343	0.111	-0.597	0.287	0.4881	0.0613	0.0224	0.0066
5014	1065	454	chr3L:16334280-16334700	chr3L:21868400-21868820	chrXR_group8:2026731-2027157	scaffold_13049:1316513-1316942	421	421	427	430	100	100	100	100	46.18	91.07	34.72	44.68	0.206	0.425	0.183	-0.155	0.0349	0.3709	0.0562	0.3714
5021	1072	577	chr3L:16413827-16414387	chr3L:17642470-17643030	chrXR_group8:2102012-2102587	scaffold_13049:1407771-1408322	561	561	576	552	100	100	100	100	39.48	80.56	20.52	104.25	0.05	0.302	-0.343	0.693	0.2111	0.751	0.7631	0.485
5029	1072	274	chr3L:16464506-16464749	chr3L:17591610-17591853	chrXR_group8:2160418-2160665	scaffold_13049:1461310-1461560	244	244	248	251	100	100	100	100	25.23	21.02	19.53	99.28	-0.398	-1.042	-0.392	0.644	0.0043	0.0041	0.0038	0.1666
5031	1072	1066	chr3L:16466350-16466930	chr3L:17589407-17589959	chrXR_group8:2162214-2163132	scaffold_13049:1464159-1464871	581	553	919	713	100	100	100	100	64.78	73.56	39.15	32.27	0.545	0.211	0.303	-0.48	1.0151	1.0556	2.4371	1.3865
5043	1077	211	chr3L:16585048-16585258	chr3L:17473606-17473816	chrXR_group8:2284981-2285191	scaffold_13049:3677590-3677800	211	211	211	211	100	100	100	100	25.42	35.03	19.79	84.39	-0.391	-0.531	-0.379	0.481	0.1088	0.1099	0.0031	0.0401
5050	1080	308	chr3L:16716034-16716329	chr3L:17358480-17358775	chrXR_group8:4904839-4905146	scaffold_13049:8384210-8384490	296	296	308	281	100	100	100	100	36.47	28.02	18.85	74.46	-0.03	-0.754	-0.427	0.356	0.048	0.4096	0.0086	0.0098
5056	1080	1646	chr3L:16766006-16767340	chr3L:17300890-17302225	chrXR_group8:4848343-4849710	scaffold_13049:8429207-8430461	1335	1336	1368	1255	100	100	100	100	54.6	129.6	56.33	116.66	0.374	0.777	0.667	0.805	1.0995	0.8911	1.0733	1.4017
5059	1082	503	chr3L:16843924-16844424	chr3L:17223900-17224400	chrXR_group8:4665267-4665759	scaffold_13049:5736284-5736782	501	501	493	499	100	100	100	100	35.58	91.07	30.85	42.19	-0.054	0.425	0.065	-0.212	0.6203	1.358	1.3974	0.2199
5065	1083	431	chr3L:16956975-16957405	chr3L:17117969-17118399	chrXR_group8:4779547-4779977	scaffold_13049:10206570-10207000	431	431	431	431	100	100	100	100	33.35	28.02	19.16	69.5	-0.119	-0.754	-0.411	0.287	0.2933	0.0596	0.2299	0.6216
5067	1083	301	chr3L:16986223-16986523	chr3L:17087975-17088275	chrXR_group8:4808236-4808536	scaffold_13049:10173020-10173320	301	301	301	301	100	100	100	100	36.88	31.52	24.67	84.39	-0.019	-0.636	-0.158	0.481	0.086	0.0866	0.0453	0.0331
5069	1083	237	chr3L:16990356-16990520	chr3L:17083730-17083894	chrXR_group8:4825980-4826174	scaffold_13049:10167660-10167860	165	165	195	201	100	100	100	100	27.95	24.52	15.08	67.02	-0.296	-0.888	-0.651	0.251	0.0025	0.0029	0.0188	4e-04
5070	1083	927	chr3L:17003780-17004470	chr3L:17069793-17070531	chrXR_group8:4837394-4837783	scaffold_13049:10154015-10154346	691	739	390	332	100	100	100	100	95.5	126.1	25.91	24.82	0.933	0.75	-0.109	-0.742	1.7213	1.716	0.0132	0.0242
5075	1087	301	chr3L:17029203-17029503	chr3L:17044148-17044448	chrXR_group8:683438-683738	scaffold_13049:2222200-2222500	301	301	301	301	100	100	100	100	37.75	28.02	22.67	76.94	0.005	-0.754	-0.243	0.389	0.2163	0.2134	0.0107	0.0401
5091	1092	380	chr3L:17233509-17233876	chr3L:16838681-16839048	chrXR_group6:12911160-12911530	scaffold_13049:4856499-4856878	368	368	371	380	100	100	100	100	30.56	24.52	57.26	24.82	-0.207	-0.888	0.684	-0.742	0.2208	0.4751	0.3998	0.9283
5097	1093	344	chr3L:17304758-17304948	chr3L:16766224-16766421	chrXR_group6:9341224-9341462	scaffold_13049:5995050-5995250	191	198	239	201	100	100	100	100	25.23	24.52	12.73	71.98	-0.398	-0.888	-0.82	0.322	8e-04	0.0138	0.0449	9e-04
5103	1096	1099	chr3L:17358648-17359186	chr3L:16709800-16710340	chrXR_group6:9281741-9282383	scaffold_13049:5933543-5934439	539	541	643	897	100	100	100	100	42.09	91.07	23.2	34.75	0.114	0.425	-0.22	-0.406	0.7939	1.4429	1.3563	0.6924
5105	1096	2407	chr3L:17372100-17372850	chr3L:16695494-16696493	chrXR_group6:9267197-9268574	scaffold_13049:5914159-5915633	751	1000	1378	1475	100	98	100	100	50.07	84.07	45.02	59.57	0.287	0.344	0.443	0.133	0.6579	0.2933	1.4786	1.22
5108	1096	945	chr3L:17408690-17409230	chr3L:16658401-16658940	chrXR_group6:9228074-9228687	scaffold_13049:5873721-5874269	541	540	614	549	100	100	96.721	100	80.77	108.59	31.1	42.19	0.765	0.6	0.073	-0.212	0.1626	0.2089	0.1256	0.078
5109	1096	941	chr3L:17409300-17409820	chr3L:16657694-16658207	chrXR_group6:9227462-9228067	scaffold_13049:5872481-5873088	521	514	606	608	100	100	100	100	47.11	84.07	39.63	29.78	0.226	0.344	0.315	-0.56	0.0808	0.0836	0.6986	0.3359
5111	1096	242	chr3L:17446337-17446525	chr3L:16619620-16619808	chrXR_group6:9189325-9189538	scaffold_13049:5834480-5834710	189	189	214	231	100	100	100	100	33.16	28.02	12.04	74.46	-0.125	-0.754	-0.875	0.356	0.0392	8e-04	0.0351	0.313
5112	1098	633	chr3L:17488765-17489121	chr3L:16576866-16577271	chrXR_group6:9146405-9146822	scaffold_13049:8154610-8154940	357	406	418	331	100	100	100	100	22.57	31.52	19.69	101.76	-0.51	-0.636	-0.384	0.669	0.0017	0.0019	0.0066	0.032
5113	1098	340	chr3L:17493682-17493799	chr3L:16571686-16571821	chrXR_group6:9140952-9141103	scaffold_13049:8160220-8160410	118	136	152	191	100	100	100	100	13.63	21.02	33.15	69.5	-1.014	-1.042	0.137	0.287	7e-04	6e-04	0.0049	0.0772
5114	1101	1142	chr3L:17527440-17527990	chr3L:16544856-16545436	chrXR_group6:13133001-13133628	scaffold_13049:6924707-6925297	551	581	628	591	100	100	100	100	66.15	42.03	19.05	17.37	0.566	-0.349	-0.417	-1.099	1.7069	0.9729	0.2539	0.5527
5116	1102	2786	chr3L:17548672-17550000	chr3L:16510829-16512140	chrXR_group6:2212471-2213676	scaffold_13049:6900117-6901913	1329	1312	1206	1797	100	100	100	100	70.03	143.61	54.66	34.75	0.623	0.88	0.637	-0.406	1.9754	2.7651	1.6014	2.2892
5120	1103	1336	chr3L:17643090-17643910	chr3L:16410049-16410870	chrXR_group6:3870501-3871567	scaffold_13049:6789104-6790156	821	822	1067	1053	100	100	100	100	167.69	63.05	32.77	27.3	1.496	0.0569999999999999	0.125	-0.647	0.9078	0.2934	0.2548	1.1431
5122	1103	204	chr3L:17661704-17661797	chr3L:16392090-16392183	chrXR_group6:3853656-3853776	scaffold_13049:6771620-6771810	94	94	121	191	100	100	100	100	24.18	14.01	21.41	104.25	-0.441	-1.447	-0.3	0.693	0.435	0.435	0.4345	0.4399
5132	1103	849	chr3L:17758485-17758960	chr3L:16298959-16299460	chrXR_group6:3764154-3764870	scaffold_13049:6679495-6679770	476	502	717	276	100	100	100	100	88.71	196.16	19.69	19.86	0.859	1.192	-0.384	-0.966	2.0683	2.1086	1.6838	1.4901
5144	1105	310	chr3L:17840469-17840655	chr3L:16213249-16213435	chrXR_group6:10714560-10714790	scaffold_13049:22169626-22169824	187	187	231	199	100	100	100	100	29.51	24.52	55.49	29.78	-0.241	-0.888	0.652	-0.56	0.7664	0.7588	0.4431	1.2152
5151	1111	238	chr3L:17917074-17917257	chr3L:16137687-16137850	chrXR_group6:10769019-10769192	scaffold_13049:21265020-21265180	184	164	174	161	100	100	100	100	34.84	59.55	10.53	67.02	-0.075	0	-1.01	0.251	0.0257	0.0146	0.0515	0.3634
